rank,act_cov_eig,recon_cov_eig,act_cov_cum_energy_pct,recon_cov_cum_energy_pct
50,56.481823,46.484055,39.8745,49.239334
51,55.51543,45.700916,40.091465,49.476994
52,54.606613,45.24405,40.304874,49.71227
53,53.660465,44.19668,40.514587,49.9421
54,52.198807,43.355824,40.71859,50.16756
55,51.51052,43.181755,40.9199,50.392117
56,51.24453,42.166992,41.12017,50.611393
57,51.072662,41.081482,41.31977,50.825024
58,49.213024,40.655647,41.5121,51.036438
59,48.763283,39.535122,41.702675,51.24203
60,47.77307,39.216095,41.88938,51.445965
61,47.38822,38.894238,42.074585,51.648224
62,46.914326,38.496315,42.25793,51.84841
63,46.650555,38.126865,42.440247,52.04668
64,45.558407,37.77437,42.618294,52.24312
65,45.23958,37.61513,42.795094,52.438725
66,45.011555,37.064266,42.971012,52.631466
67,44.55511,36.174324,43.145138,52.819584
68,43.981277,35.59958,43.317024,53.00471
69,43.846725,35.231613,43.48838,53.187923
70,43.38453,35.029373,43.657936,53.37008
71,42.500748,34.154297,43.824036,53.54769
72,41.776165,33.602314,43.987305,53.72243
73,41.431385,33.423443,44.149223,53.896244
74,40.59189,32.75633,44.30786,54.06658
75,40.22475,32.370346,44.465065,54.234913
76,40.013134,32.138157,44.62144,54.402035
77,39.839005,31.90135,44.777134,54.567932
78,38.88275,31.263317,44.9291,54.73051
79,38.79631,30.927477,45.080715,54.891342
80,38.488182,30.418098,45.231136,55.04952
81,38.034546,30.120674,45.379776,55.206158
82,37.85216,29.786507,45.52771,55.361053
83,37.473915,29.555555,45.674164,55.51475
84,37.103683,29.252869,45.819168,55.66687
85,37.078503,28.966475,45.964077,55.8175
86,36.698536,28.618042,46.1075,55.966328
87,36.291992,28.527733,46.249332,56.114677
88,36.113037,28.229746,46.39047,56.26147
89,35.74405,28.00108,46.530163,56.407085
90,35.34928,27.862593,46.668312,56.551975
91,35.09353,27.60172,46.80546,56.695507
92,34.94172,27.03704,46.94202,56.83611
93,34.788998,26.937275,47.077984,56.976192
94,34.524467,26.803839,47.212906,57.115578
95,34.105793,26.689045,47.3462,57.254364
96,33.96259,26.396172,47.478928,57.391636
97,33.80231,26.186234,47.611034,57.527813
98,33.291855,25.96299,47.741146,57.662823
99,33.167465,25.739784,47.870766,57.796677
100,32.870964,25.44671,47.99923,57.929
101,32.778435,25.117682,48.127335,58.059624
102,32.531067,25.11134,48.25447,58.19021
103,32.228264,24.849913,48.380424,58.319435
104,32.058846,24.717642,48.50572,58.44797
105,31.829922,24.548443,48.63011,58.57563
106,31.547464,24.27435,48.753407,58.70186
107,31.211113,24.089817,48.87538,58.827133
108,31.02754,23.96827,48.996643,58.951775
109,30.766474,23.812881,49.116882,59.075607
110,30.688677,23.692558,49.236816,59.198814
111,30.483568,23.581411,49.35595,59.32144
112,30.31817,23.383963,49.474438,59.443043
113,30.03059,23.281784,49.5918,59.564117
114,29.847433,23.135477,49.708447,59.68443
115,29.767942,22.817245,49.824783,59.803078
116,29.60768,22.58186,49.940495,59.920513
117,29.451986,22.518717,50.0556,60.037617
118,29.353983,22.36765,50.17032,60.15393
119,29.06617,22.238386,50.283913,60.269573
120,28.91066,22.116367,50.396904,60.384583
121,28.781263,21.93498,50.509384,60.49865
122,28.741676,21.881615,50.621708,60.612434
123,28.461891,21.734364,50.73294,60.725464
124,28.28193,21.537806,50.84347,60.837463
125,27.992727,21.434252,50.952877,60.94893
126,27.933155,21.28381,51.062046,61.05961
127,27.87858,21.23299,51.170998,61.17003
128,27.794825,20.99329,51.279625,61.2792
129,27.642082,20.89667,51.387653,61.387867
130,27.372265,20.719316,51.49463,61.495617
131,27.220835,20.583014,51.601006,61.60265
132,27.150412,20.456196,51.70711,61.709026
133,26.990814,20.352316,51.8126,61.814865
134,26.908289,20.32519,51.917763,61.92056
135,26.83337,20.241999,52.02263,62.025826
136,26.537085,20.151022,52.12634,62.130615
137,26.46483,20.0968,52.22977,62.235123
138,26.205101,19.773321,52.332184,62.337948
139,26.109314,19.651428,52.434223,62.44014
140,25.975174,19.612123,52.535736,62.54213
141,25.909876,19.52668,52.636997,62.64367
142,25.763956,19.385746,52.737686,62.744484
143,25.651157,19.328724,52.837936,62.844997
144,25.538813,19.104029,52.937744,62.94434
145,25.446184,19.062195,53.037193,63.04347
146,25.260931,19.016533,53.135918,63.142365
147,25.167273,18.965782,53.234276,63.24099
148,25.109415,18.810066,53.332405,63.33881
149,25.056763,18.708597,53.43033,63.4361
150,24.924023,18.608202,53.527733,63.53287
151,24.795649,18.47439,53.62464,63.628937
152,24.702347,18.373835,53.72118,63.72449
153,24.57801,18.149487,53.817234,63.81887
154,24.473156,18.108406,53.91288,63.91304
155,24.366175,18.060284,54.008106,64.00696
156,24.262672,18.047384,54.10293,64.100815
157,24.165886,17.998384,54.197372,64.194405
158,23.967808,17.80013,54.291042,64.286964
159,23.906263,17.778658,54.384476,64.379425
160,23.822489,17.671967,54.477573,64.47131
161,23.719095,17.573662,54.57027,64.562706
162,23.612335,17.517582,54.66255,64.6538
163,23.445322,17.372406,54.754177,64.74413
164,23.287146,17.326641,54.84519,64.834236
165,23.280468,17.260193,54.93617,64.92399
166,23.17913,17.186068,55.026756,65.01336
167,23.062904,17.161592,55.116886,65.10261
168,23.023819,17.010862,55.206867,65.19106
169,22.873787,16.975336,55.29626,65.27934
170,22.666702,16.77029,55.38485,65.366554
171,22.638119,16.752739,55.47332,65.453674
172,22.612932,16.640388,55.5617,65.54021
173,22.49303,16.560925,55.6496,65.62633
174,22.394354,16.544712,55.737125,65.712364
175,22.361237,16.513855,55.824516,65.79824
176,22.302607,16.441845,55.91168,65.883736
177,22.208824,16.298542,55.99847,65.96849
178,22.083477,16.209461,56.084778,66.05278
179,21.980543,16.178854,56.17068,66.13692
180,21.932934,16.137661,56.256393,66.22083
181,21.851698,16.036476,56.341793,66.30423
182,21.757622,15.956049,56.42683,66.3872
183,21.719322,15.936247,56.51171,66.47008
184,21.567905,15.789847,56.596004,66.552185
185,21.467936,15.692581,56.6799,66.63379
186,21.442675,15.6460285,56.763702,66.71516
187,21.330769,15.58463,56.84707,66.7962
188,21.256529,15.521829,56.930145,66.87692
189,21.246181,15.519877,57.013172,66.95762
190,21.038895,15.451355,57.0954,67.03797
191,21.027107,15.367264,57.177578,67.11789
192,20.875694,15.299796,57.259163,67.19745
193,20.774118,15.232391,57.340355,67.276665
194,20.735327,15.147302,57.42139,67.35543
195,20.700115,15.1311865,57.50229,67.43411
196,20.691807,15.053819,57.583153,67.5124
197,20.519772,15.0336895,57.663345,67.590576
198,20.501867,14.985014,57.743473,67.6685
199,20.472881,14.943036,57.823483,67.74621
200,20.391838,14.838881,57.903175,67.82337
201,20.275269,14.740149,57.982414,67.900024
202,20.192686,14.70199,58.06133,67.97649
203,20.160156,14.64686,58.140118,68.05265
204,20.125895,14.534499,58.218773,68.12823
205,20.0405,14.501533,58.297092,68.20364
206,19.97151,14.474832,58.37514,68.278915
207,19.880802,14.440071,58.452843,68.354004
208,19.837294,14.312315,58.53037,68.42844
209,19.767796,14.246559,58.607624,68.50252
210,19.652903,14.205513,58.68443,68.576385
211,19.616915,14.194042,58.761097,68.6502
212,19.53164,14.111515,58.83743,68.72358
213,19.464933,14.092468,58.913498,68.79687
214,19.435755,14.012925,58.989452,68.869736
215,19.420061,13.961448,59.06535,68.94234
216,19.34789,13.922113,59.14097,69.01474
217,19.27597,13.870441,59.2163,69.08687
218,19.109858,13.816101,59.29098,69.158714
219,19.086086,13.801202,59.365574,69.230484
220,19.026058,13.755999,59.43993,69.30202
221,18.986853,13.647612,59.514137,69.372986
222,18.95947,13.551059,59.58823,69.44345
223,18.895346,13.524117,59.662075,69.51378
224,18.839245,13.487259,59.735706,69.583916
225,18.801775,13.436057,59.80918,69.65379
226,18.770607,13.366786,59.882538,69.723305
227,18.652924,13.324645,59.95544,69.792595
228,18.597435,13.279209,60.028122,69.86165
229,18.51517,13.246428,60.100487,69.930534
230,18.450361,13.187558,60.172592,69.999115
231,18.41616,13.158075,60.244564,70.06754
232,18.326637,13.123038,60.31618,70.13578
233,18.263992,13.109359,60.387558,70.20396
234,18.171543,13.032369,60.45858,70.27172
235,18.151268,13.015702,60.52952,70.33941
236,18.071905,12.950393,60.600147,70.40675
237,18.021736,12.855488,60.670578,70.4736
238,17.987661,12.839945,60.740875,70.54037
239,17.942657,12.720917,60.810997,70.60652
240,17.90583,12.708011,60.880978,70.67261
241,17.847956,12.678363,60.95073,70.73854
242,17.82113,12.624773,61.020374,70.80419
243,17.698004,12.592475,61.089546,70.869675
244,17.619308,12.528456,61.1584,70.93483
245,17.5369,12.499119,61.22694,70.999825
246,17.52165,12.441604,61.295418,71.06452
247,17.473969,12.425012,61.363705,71.129135
248,17.443085,12.399744,61.431873,71.19362
249,17.42674,12.3344555,61.499985,71.25775
250,17.407133,12.290745,61.56801,71.32167
251,17.366165,12.256075,61.63588,71.3854
252,17.3304,12.229817,61.703613,71.449
253,17.217894,12.188074,61.7709,71.51238
254,17.209457,12.1480875,61.838154,71.57556
255,17.158316,12.128019,61.905216,71.638626
256,17.109745,12.086255,61.972076,71.70148
257,17.0372,12.03263,62.038662,71.764046
258,17.010715,11.982185,62.10514,71.826355
259,16.923256,11.964115,62.17128,71.888565
260,16.886595,11.916574,62.237274,71.95054
261,16.84066,11.866592,62.303093,72.012245
262,16.747852,11.799094,62.368546,72.07361
263,16.720654,11.784579,62.433895,72.13488
264,16.677813,11.723082,62.499073,72.19585
265,16.63213,11.666894,62.564068,72.256516
266,16.600317,11.647624,62.62895,72.317085
267,16.566355,11.625681,62.69369,72.37755
268,16.51075,11.553952,62.758217,72.43763
269,16.44027,11.534177,62.82247,72.497604
270,16.425152,11.484152,62.88666,72.55733
271,16.364336,11.436652,62.950615,72.6168
272,16.35026,11.419551,63.01451,72.676186
273,16.285686,11.34255,63.07816,72.73517
274,16.231918,11.320444,63.1416,72.79404
275,16.152563,11.268405,63.204723,72.85264
276,16.138845,11.243745,63.267796,72.91111
277,16.1073,11.219419,63.330746,72.96945
278,16.054928,11.173969,63.39349,73.02756
279,16.011795,11.14272,63.456066,73.0855
280,15.982351,11.127058,63.518528,73.14337
281,15.955844,11.083789,63.580887,73.201004
282,15.895371,11.044348,63.64301,73.25844
283,15.8791685,11.004258,63.705067,73.31566
284,15.848895,10.977775,63.767006,73.37274
285,15.801985,10.918562,63.82876,73.429535
286,15.777264,10.89024,63.89042,73.48616
287,15.727602,10.834353,63.951885,73.5425
288,15.70247,10.820083,64.01325,73.59877
289,15.651579,10.756225,64.074425,73.6547
290,15.563827,10.745161,64.135254,73.71058
291,15.533392,10.697562,64.19596,73.766205
292,15.528478,10.684375,64.256645,73.82177
293,15.434008,10.663932,64.31696,73.87723
294,15.407912,10.631802,64.37718,73.93252
295,15.372017,10.600479,64.437256,73.98764
296,15.317116,10.584259,64.497116,74.04268
297,15.284521,10.54492,64.556854,74.09751
298,15.236545,10.49675,64.616394,74.1521
299,15.214182,10.46588,64.67586,74.20652
300,15.167546,10.429114,64.73514,74.26076
301,15.1446495,10.417691,64.79433,74.31493
302,15.112531,10.362878,64.853386,74.36882
303,15.079116,10.357487,64.91232,74.42268
304,15.0633135,10.3053,64.97119,74.47628
305,15.018926,10.2677,65.02989,74.52967
306,14.983814,10.228449,65.08845,74.58286
307,14.952199,10.223425,65.14689,74.63603
308,14.919401,10.194696,65.2052,74.68904
309,14.866621,10.181285,65.263306,74.74198
310,14.858946,10.128796,65.32137,74.79466
311,14.81241,10.094543,65.379265,74.84715
312,14.737679,10.054143,65.43687,74.89944
313,14.722183,10.024892,65.4944,74.95157
314,14.720911,10.000351,65.55193,75.00357
315,14.662201,9.980372,65.60923,75.055466
316,14.651167,9.9595375,65.66649,75.10726
317,14.615681,9.92684,65.72361,75.15889
318,14.591192,9.913711,65.78063,75.21044
319,14.548497,9.890244,65.837494,75.26187
320,14.478822,9.836745,65.89408,75.31303
321,14.469986,9.818923,65.95063,75.36409
322,14.444971,9.773632,66.00709,75.41491
323,14.393914,9.753696,66.06334,75.46564
324,14.382789,9.731352,66.11955,75.51624
325,14.334324,9.688872,66.175575,75.56662
326,14.304101,9.677461,66.231476,75.61695
327,14.291691,9.646501,66.28732,75.667114
328,14.249966,9.607963,66.34302,75.71708
329,14.192849,9.579317,66.39849,75.7669
330,14.166664,9.549282,66.45385,75.81655
331,14.1445055,9.543025,66.509125,75.86617
332,14.055099,9.498676,66.56406,75.91557
333,14.053491,9.490433,66.61897,75.96492
334,14.001174,9.4288025,66.6737,76.013954
335,13.990611,9.411272,66.72837,76.0629
336,13.942457,9.395992,66.78287,76.111755
337,13.90695,9.355981,66.83722,76.16041
338,13.888426,9.350182,66.891495,76.20903
339,13.868846,9.3156395,66.945694,76.25748
340,13.810963,9.292623,66.99967,76.3058
341,13.776662,9.248083,67.05351,76.35389
342,13.753103,9.219957,67.10727,76.40184
343,13.720408,9.188408,67.16089,76.44962
344,13.697237,9.16551,67.214424,76.497284
345,13.648832,9.1502905,67.26776,76.54486
346,13.628525,9.142624,67.32102,76.59241
347,13.568107,9.122418,67.37405,76.63985
348,13.5444355,9.0920725,67.42699,76.687126
349,13.519198,9.066209,67.47982,76.734276
350,13.478924,9.044367,67.5325,76.7813
351,13.447654,8.985518,67.58505,76.828026
352,13.386137,8.979533,67.63737,76.874725
353,13.368992,8.956426,67.68961,76.921295
354,13.343733,8.949551,67.74177,76.967834
355,13.287844,8.915013,67.79369,77.0142
356,13.272494,8.909051,67.84557,77.060524
357,13.268524,8.866819,67.89742,77.106636
358,13.212,8.843107,67.94906,77.15262
359,13.189204,8.792974,68.00061,77.19835
360,13.162221,8.772429,68.05204,77.24397
361,13.157101,8.765515,68.10346,77.28955
362,13.12302,8.72814,68.15475,77.33494
363,13.098557,8.722985,68.20594,77.3803
364,13.057692,8.702952,68.25697,77.42555
365,13.013526,8.680478,68.30783,77.470695
366,13.002029,8.664718,68.35864,77.51576
367,12.977456,8.640136,68.40936,77.56069
368,12.942551,8.612038,68.45994,77.60548
369,12.927407,8.580813,68.51047,77.65009
370,12.907092,8.558396,68.560905,77.6946
371,12.877745,8.537918,68.61123,77.739006
372,12.859148,8.501139,68.66149,77.78321
373,12.840647,8.492634,68.71166,77.82737
374,12.816589,8.467942,68.76176,77.87141
375,12.802684,8.456245,68.81179,77.915375
376,12.7762985,8.430851,68.86172,77.95922
377,12.752516,8.396367,68.91156,78.002884
378,12.706216,8.38682,68.96121,78.04649
379,12.684878,8.373881,69.010796,78.09005
380,12.645768,8.355498,69.06022,78.13349
381,12.6003895,8.340416,69.10946,78.17687
382,12.58394,8.301767,69.15864,78.22004
383,12.574565,8.276512,69.20778,78.26308
384,12.546793,8.258748,69.25682,78.30602
385,12.5098505,8.225689,69.3057,78.3488
386,12.484577,8.222288,69.3545,78.39156
387,12.473656,8.19379,69.40325,78.43417
388,12.452008,8.177201,69.45191,78.47669
389,12.43539,8.139923,69.50051,78.51902
390,12.418564,8.12202,69.54904,78.56125
391,12.385871,8.094193,69.59745,78.60334
392,12.373623,8.076665,69.645805,78.64535
393,12.306226,8.068279,69.6939,78.6873
394,12.301027,8.012926,69.741974,78.72897
395,12.26226,8.006986,69.7899,78.77061
396,12.209344,7.9870625,69.83761,78.81214
397,12.202726,7.980907,69.8853,78.853645
398,12.170086,7.9612913,69.93286,78.89504
399,12.137714,7.9506493,69.9803,78.936386
400,12.115057,7.936441,70.02765,78.97766
401,12.091324,7.9090686,70.07491,79.01878
402,12.05851,7.896182,70.12204,79.05985
403,12.025851,7.8563213,70.16903,79.1007
404,11.976658,7.8471065,70.215836,79.14151
405,11.972883,7.819759,70.26263,79.182175
406,11.966384,7.806677,70.309395,79.22277
407,11.9553385,7.7915974,70.35612,79.26329
408,11.90874,7.7838945,70.40266,79.303764
409,11.871338,7.753119,70.44905,79.344086
410,11.847288,7.743418,70.49535,79.38435
411,11.811615,7.6999903,70.54152,79.42439
412,11.800001,7.694712,70.58764,79.46441
413,11.789483,7.6694837,70.63371,79.504295
414,11.7632065,7.6428437,70.67969,79.54404
415,11.740257,7.6378427,70.72557,79.583755
416,11.7164345,7.6330442,70.77136,79.62344
417,11.696388,7.61542,70.81708,79.66305
418,11.674877,7.5826344,70.8627,79.702484
419,11.641882,7.5774403,70.9082,79.74188
420,11.603274,7.5279746,70.95355,79.78103
421,11.576737,7.5231876,70.998795,79.82015
422,11.565823,7.5105634,71.044,79.859215
423,11.539724,7.492258,71.089096,79.89817
424,11.524057,7.476654,71.13413,79.93706
425,11.517711,7.452997,71.17914,79.97581
426,11.4688425,7.424224,71.22396,80.01442
427,11.461212,7.4115796,71.26875,80.052956
428,11.43792,7.4021416,71.31345,80.09145
429,11.409837,7.376754,71.35805,80.129814
430,11.401304,7.356206,71.4026,80.16807
431,11.372742,7.346609,71.44705,80.20627
432,11.339152,7.3274055,71.49137,80.24438
433,11.330533,7.308715,71.535645,80.28239
434,11.312966,7.303249,71.57986,80.320366
435,11.28097,7.265035,71.62395,80.35814
436,11.275205,7.253936,71.668015,80.39586
437,11.2529955,7.231556,71.71199,80.43347
438,11.217403,7.2149873,71.75583,80.470985
439,11.204305,7.2072077,71.79962,80.50846
440,11.179648,7.193137,71.843315,80.545876
441,11.152243,7.17587,71.886894,80.58318
442,11.134669,7.155384,71.93041,80.6204
443,11.110834,7.140629,71.97384,80.65753
444,11.096284,7.135444,72.017204,80.69464
445,11.090721,7.128756,72.06055,80.73171
446,11.055932,7.1045527,72.10375,80.768654
447,11.035447,7.0898952,72.14688,80.80552
448,11.018726,7.057969,72.18995,80.842224
449,11.017264,7.0368333,72.23301,80.878815
450,10.992342,7.021371,72.27597,80.91533
451,10.970053,7.0043235,72.31884,80.95175
452,10.959088,6.991568,72.36167,80.988106
453,10.913048,6.9781146,72.40432,81.0244
454,10.902451,6.9489126,72.44692,81.06054
455,10.878008,6.9354157,72.48944,81.0966
456,10.838883,6.9264026,72.53181,81.13262
457,10.831065,6.9142876,72.574135,81.16858
458,10.793123,6.901092,72.61632,81.20447
459,10.789082,6.8779855,72.658485,81.240234
460,10.768958,6.8613586,72.70058,81.27591
461,10.761528,6.845288,72.74263,81.311516
462,10.742753,6.8350477,72.784615,81.34706
463,10.706011,6.8056655,72.82645,81.38245
464,10.688542,6.7986193,72.868225,81.4178
465,10.668569,6.7848997,72.90992,81.45309
466,10.643567,6.7637763,72.951515,81.48826
467,10.610642,6.7506123,72.99299,81.52337
468,10.598628,6.7385693,73.03441,81.55841
469,10.562391,6.7218018,73.07568,81.59336
470,10.551904,6.6992264,73.11693,81.628204
471,10.515378,6.6844745,73.15802,81.66296
472,10.494792,6.6674137,73.199036,81.69763
473,10.485444,6.6495695,73.24002,81.73221
474,10.46153,6.645382,73.2809,81.76677
475,10.453077,6.6135554,73.321754,81.801155
476,10.432996,6.599153,73.36253,81.83548
477,10.417181,6.5744095,73.403244,81.86966
478,10.409269,6.5458612,73.443924,81.9037
479,10.389113,6.541219,73.48453,81.93772
480,10.361856,6.5274167,73.525024,81.971664
481,10.350654,6.521368,73.56548,82.00558
482,10.337581,6.503769,73.60588,82.0394
483,10.316424,6.484723,73.646194,82.07312
484,10.302577,6.468793,73.68646,82.10676
485,10.281748,6.461808,73.72664,82.14036
486,10.261049,6.446116,73.76675,82.17388
487,10.247505,6.4412203,73.8068,82.207375
488,10.23248,6.402537,73.84679,82.24067
489,10.217123,6.396483,73.88671,82.27393
490,10.19962,6.3758216,73.926575,82.30709
491,10.186192,6.366105,73.966385,82.340195
492,10.168147,6.348463,74.00613,82.373215
493,10.147291,6.3404818,74.04578,82.40619
494,10.141079,6.3319306,74.0854,82.43911
495,10.11071,6.3239255,74.12492,82.47201
496,10.086224,6.289769,74.16434,82.504715
497,10.078637,6.278174,74.20373,82.53736
498,10.056114,6.2662163,74.24303,82.569954
499,10.044825,6.2545295,74.28229,82.60248
500,9.9962845,6.2447467,74.32136,82.63496
501,9.992383,6.2214537,74.360405,82.667305
502,9.982615,6.212878,74.399414,82.69961
503,9.958953,6.1979313,74.43834,82.73185
504,9.927135,6.1851873,74.477135,82.76401
505,9.914673,6.1739,74.515884,82.79611
506,9.893336,6.1626344,74.55454,82.82817
507,9.873759,6.1522684,74.593124,82.86016
508,9.854576,6.1374373,74.631645,82.892075
509,9.851357,6.118132,74.67014,82.92389
510,9.843766,6.1094713,74.70862,82.955666
511,9.826025,6.0980206,74.74702,82.98737
512,9.806148,6.0723133,74.78535,83.01895
513,9.785105,6.060624,74.82359,83.05046
514,9.767115,6.044713,74.86176,83.0819
515,9.757686,6.0323615,74.899895,83.11327
516,9.744863,6.026541,74.93797,83.14461
517,9.73574,6.0070577,74.97603,83.17585
518,9.7113905,5.9973416,75.01398,83.20703
519,9.682938,5.983521,75.05183,83.238144
520,9.668979,5.9645333,75.089615,83.269165
521,9.664974,5.957779,75.12739,83.30015
522,9.629507,5.946554,75.165016,83.33107
523,9.621064,5.9403896,75.202614,83.36196
524,9.611168,5.9212,75.24018,83.392746
525,9.581829,5.9048924,75.277626,83.42346
526,9.566001,5.895656,75.31502,83.45412
527,9.557967,5.8774695,75.35237,83.48468
528,9.534929,5.867204,75.38963,83.5152
529,9.524163,5.850673,75.42686,83.545616
530,9.49511,5.844011,75.46396,83.57601
531,9.475681,5.82899,75.50099,83.60632
532,9.458801,5.8195324,75.537964,83.63658
533,9.448791,5.8055263,75.57489,83.66678
534,9.441977,5.793196,75.61179,83.6969
535,9.411963,5.773573,75.64857,83.72692
536,9.400931,5.7708054,75.68531,83.75693
537,9.397369,5.7582383,75.72203,83.78687
538,9.371625,5.751014,75.75866,83.81677
539,9.355111,5.737105,75.79522,83.84661
540,9.348988,5.718286,75.83176,83.87635
541,9.338398,5.7109675,75.868256,83.90605
542,9.312131,5.6904655,75.90465,83.93564
543,9.278391,5.683962,75.94092,83.965195
544,9.270347,5.6659665,75.977135,83.99466
545,9.264945,5.6526337,76.01335,84.024055
546,9.247284,5.6456523,76.04949,84.05341
547,9.222555,5.628012,76.08553,84.08268
548,9.207671,5.6159215,76.12152,84.11189
549,9.183916,5.6025314,76.15741,84.14102
550,9.179104,5.592571,76.19329,84.170105
551,9.155887,5.5898423,76.22907,84.19917
552,9.14796,5.5626025,76.264824,84.2281
553,9.134271,5.557402,76.30052,84.257
554,9.1185055,5.5432963,76.33616,84.28582
555,9.093433,5.5402503,76.371704,84.31464
556,9.08624,5.527087,76.40721,84.343376
557,9.070131,5.514019,76.44266,84.37205
558,9.06317,5.501026,76.47807,84.40066
559,9.032963,5.486212,76.51338,84.429184
560,9.023911,5.4811525,76.548645,84.45769
561,9.00656,5.465365,76.58384,84.486115
562,9.001703,5.457282,76.61902,84.51449
563,8.983411,5.4482565,76.65414,84.54282
564,8.960897,5.4383173,76.689156,84.571106
565,8.951045,5.424063,76.72414,84.59931
566,8.944251,5.413912,76.75909,84.627464
567,8.922965,5.403045,76.79397,84.65556
568,8.916714,5.392467,76.82881,84.68361
569,8.885583,5.3869896,76.86353,84.71162
570,8.875737,5.3815465,76.89822,84.73961
571,8.858187,5.3678575,76.93284,84.76752
572,8.831913,5.3501434,76.96735,84.79535
573,8.825154,5.332091,77.00184,84.823074
574,8.812731,5.3140965,77.03628,84.85071
575,8.79705,5.311575,77.070656,84.878334
576,8.781886,5.302394,77.10497,84.90591
577,8.776934,5.2941036,77.13928,84.93343
578,8.769167,5.281723,77.17355,84.9609
579,8.758855,5.269204,77.20779,84.988304
580,8.732064,5.263511,77.24191,85.01568
581,8.712452,5.242734,77.27596,85.04294
582,8.701068,5.242076,77.309975,85.0702
583,8.683284,5.228504,77.3439,85.09739
584,8.677459,5.220617,77.37782,85.124535
585,8.67316,5.2048497,77.41172,85.15161
586,8.647835,5.195254,77.44552,85.17863
587,8.636427,5.1889105,77.47927,85.205605
588,8.609589,5.170481,77.51292,85.23249
589,8.596468,5.163681,77.54651,85.25935
590,8.578719,5.151861,77.58003,85.28614
591,8.566585,5.132948,77.61352,85.312836
592,8.559654,5.128954,77.64697,85.33951
593,8.547654,5.1185737,77.680374,85.36613
594,8.538695,5.111395,77.713745,85.39271
595,8.520814,5.104285,77.74705,85.41924
596,8.517472,5.084634,77.780334,85.44568
597,8.492723,5.0827928,77.81353,85.472115
598,8.47345,5.060093,77.84664,85.49843
599,8.452242,5.048989,77.87967,85.52468
600,8.447588,5.0469656,77.91269,85.55093
601,8.4406185,5.024624,77.94568,85.57706
602,8.425882,5.020996,77.97861,85.60317
603,8.4101715,5.0037427,78.011475,85.62919
604,8.383735,4.9943156,78.044235,85.65517
605,8.374645,4.984819,78.076965,85.68108
606,8.353171,4.9794016,78.10961,85.70697
607,8.346877,4.9680996,78.142235,85.73281
608,8.3404045,4.9594555,78.17483,85.7586
609,8.327272,4.9516764,78.20738,85.78435
610,8.314256,4.9428954,78.23987,85.81006
611,8.304918,4.929836,78.27233,85.83569
612,8.284775,4.9235797,78.30471,85.8613
613,8.272287,4.922383,78.337036,85.88689
614,8.253863,4.908586,78.36929,85.912415
615,8.239458,4.9014215,78.4015,85.93791
616,8.232604,4.890847,78.43367,85.96334
617,8.22151,4.8808837,78.4658,85.98872
618,8.201,4.8699007,78.49785,86.01404
619,8.187909,4.8605595,78.52985,86.03932
620,8.180481,4.8504047,78.56181,86.064545
621,8.174121,4.835005,78.59376,86.08969
622,8.156031,4.825726,78.62563,86.11479
623,8.1371355,4.8239627,78.65743,86.13987
624,8.126475,4.8017025,78.68919,86.16484
625,8.116528,4.7983904,78.72092,86.1898
